"""næring (SN2007)"";""kvartal"";""statistikkvariabel"";""08771: Ledige stillingar, etter næring (SN2007), kvartal og statistikkvariabel"""
"""64-66 Finansierings- og forsikringsverksemd"";""2021K3"";""Ledige stillingar"";1300"
"""64-66 Finansierings- og forsikringsverksemd"";""2021K3"";""Ledige stillingar (prosent)"";2,6"
"""64-66 Finansierings- og forsikringsverksemd"";""2021K3"";""Ledige stillingar, endring frå året før"";500"
"""64-66 Finansierings- og forsikringsverksemd"";""2021K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";1"
"""64-66 Finansierings- og forsikringsverksemd"";""2021K4"";""Ledige stillingar"";1300"
"""64-66 Finansierings- og forsikringsverksemd"";""2021K4"";""Ledige stillingar (prosent)"";2,5"
"""64-66 Finansierings- og forsikringsverksemd"";""2021K4"";""Ledige stillingar, endring frå året før"";500"
"""64-66 Finansierings- og forsikringsverksemd"";""2021K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";1"
"""64-66 Finansierings- og forsikringsverksemd"";""2022K1"";""Ledige stillingar"";1300"
"""64-66 Finansierings- og forsikringsverksemd"";""2022K1"";""Ledige stillingar (prosent)"";2,6"
"""64-66 Finansierings- og forsikringsverksemd"";""2022K1"";""Ledige stillingar, endring frå året før"";300"
"""64-66 Finansierings- og forsikringsverksemd"";""2022K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,4"
"""64-66 Finansierings- og forsikringsverksemd"";""2022K2"";""Ledige stillingar"";1500"
"""64-66 Finansierings- og forsikringsverksemd"";""2022K2"";""Ledige stillingar (prosent)"";2,9"
"""64-66 Finansierings- og forsikringsverksemd"";""2022K2"";""Ledige stillingar, endring frå året før"";100"
"""64-66 Finansierings- og forsikringsverksemd"";""2022K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,1"
"""64-66 Finansierings- og forsikringsverksemd"";""2022K3"";""Ledige stillingar"";1200"
"""64-66 Finansierings- og forsikringsverksemd"";""2022K3"";""Ledige stillingar (prosent)"";2,4"
"""64-66 Finansierings- og forsikringsverksemd"";""2022K3"";""Ledige stillingar, endring frå året før"";-"
"""64-66 Finansierings- og forsikringsverksemd"";""2022K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,1"
"""64-66 Finansierings- og forsikringsverksemd"";""2022K4"";""Ledige stillingar"";1500"
"""64-66 Finansierings- og forsikringsverksemd"";""2022K4"";""Ledige stillingar (prosent)"";2,8"
"""64-66 Finansierings- og forsikringsverksemd"";""2022K4"";""Ledige stillingar, endring frå året før"";200"
"""64-66 Finansierings- og forsikringsverksemd"";""2022K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,3"
"""64-66 Finansierings- og forsikringsverksemd"";""2023K1"";""Ledige stillingar"";1400"
"""64-66 Finansierings- og forsikringsverksemd"";""2023K1"";""Ledige stillingar (prosent)"";2,7"
"""64-66 Finansierings- og forsikringsverksemd"";""2023K1"";""Ledige stillingar, endring frå året før"";100"
"""64-66 Finansierings- og forsikringsverksemd"";""2023K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0"
"""64-66 Finansierings- og forsikringsverksemd"";""2023K2"";""Ledige stillingar"";1200"
"""64-66 Finansierings- og forsikringsverksemd"";""2023K2"";""Ledige stillingar (prosent)"";2,3"
"""64-66 Finansierings- og forsikringsverksemd"";""2023K2"";""Ledige stillingar, endring frå året før"";-300"
"""64-66 Finansierings- og forsikringsverksemd"";""2023K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,6"
"""64-66 Finansierings- og forsikringsverksemd"";""2023K3"";""Ledige stillingar"";1400"
"""64-66 Finansierings- og forsikringsverksemd"";""2023K3"";""Ledige stillingar (prosent)"";2,6"
"""64-66 Finansierings- og forsikringsverksemd"";""2023K3"";""Ledige stillingar, endring frå året før"";200"
"""64-66 Finansierings- og forsikringsverksemd"";""2023K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,2"
"""64-66 Finansierings- og forsikringsverksemd"";""2023K4"";""Ledige stillingar"";1200"
"""64-66 Finansierings- og forsikringsverksemd"";""2023K4"";""Ledige stillingar (prosent)"";2,3"
"""64-66 Finansierings- og forsikringsverksemd"";""2023K4"";""Ledige stillingar, endring frå året før"";-300"
"""64-66 Finansierings- og forsikringsverksemd"";""2023K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,5"
"""68 Omsetning og drift av fast eigedom"";""2010K1"";""Ledige stillingar"";300"
"""68 Omsetning og drift av fast eigedom"";""2010K1"";""Ledige stillingar (prosent)"";1,5"
"""68 Omsetning og drift av fast eigedom"";""2010K1"";""Ledige stillingar, endring frå året før"";."
"""68 Omsetning og drift av fast eigedom"";""2010K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""68 Omsetning og drift av fast eigedom"";""2010K2"";""Ledige stillingar"";500"
"""68 Omsetning og drift av fast eigedom"";""2010K2"";""Ledige stillingar (prosent)"";2,1"
"""68 Omsetning og drift av fast eigedom"";""2010K2"";""Ledige stillingar, endring frå året før"";."
"""68 Omsetning og drift av fast eigedom"";""2010K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""68 Omsetning og drift av fast eigedom"";""2010K3"";""Ledige stillingar"";700"
"""68 Omsetning og drift av fast eigedom"";""2010K3"";""Ledige stillingar (prosent)"";3,1"
"""68 Omsetning og drift av fast eigedom"";""2010K3"";""Ledige stillingar, endring frå året før"";."
"""68 Omsetning og drift av fast eigedom"";""2010K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""68 Omsetning og drift av fast eigedom"";""2010K4"";""Ledige stillingar"";800"
"""68 Omsetning og drift av fast eigedom"";""2010K4"";""Ledige stillingar (prosent)"";3,2"
"""68 Omsetning og drift av fast eigedom"";""2010K4"";""Ledige stillingar, endring frå året før"";."
"""68 Omsetning og drift av fast eigedom"";""2010K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";."
"""68 Omsetning og drift av fast eigedom"";""2011K1"";""Ledige stillingar"";700"
"""68 Omsetning og drift av fast eigedom"";""2011K1"";""Ledige stillingar (prosent)"";2,9"
"""68 Omsetning og drift av fast eigedom"";""2011K1"";""Ledige stillingar, endring frå året før"";300"
"""68 Omsetning og drift av fast eigedom"";""2011K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";1,4"
"""68 Omsetning og drift av fast eigedom"";""2011K2"";""Ledige stillingar"";800"
"""68 Omsetning og drift av fast eigedom"";""2011K2"";""Ledige stillingar (prosent)"";3,5"
"""68 Omsetning og drift av fast eigedom"";""2011K2"";""Ledige stillingar, endring frå året før"";400"
"""68 Omsetning og drift av fast eigedom"";""2011K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";1,4"
"""68 Omsetning og drift av fast eigedom"";""2011K3"";""Ledige stillingar"";700"
"""68 Omsetning og drift av fast eigedom"";""2011K3"";""Ledige stillingar (prosent)"";2,9"
"""68 Omsetning og drift av fast eigedom"";""2011K3"";""Ledige stillingar, endring frå året før"";-"
"""68 Omsetning og drift av fast eigedom"";""2011K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,2"
"""68 Omsetning og drift av fast eigedom"";""2011K4"";""Ledige stillingar"";900"
"""68 Omsetning og drift av fast eigedom"";""2011K4"";""Ledige stillingar (prosent)"";3,6"
"""68 Omsetning og drift av fast eigedom"";""2011K4"";""Ledige stillingar, endring frå året før"";100"
"""68 Omsetning og drift av fast eigedom"";""2011K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,4"
"""68 Omsetning og drift av fast eigedom"";""2012K1"";""Ledige stillingar"";600"
"""68 Omsetning og drift av fast eigedom"";""2012K1"";""Ledige stillingar (prosent)"";2,5"
"""68 Omsetning og drift av fast eigedom"";""2012K1"";""Ledige stillingar, endring frå året før"";-100"
"""68 Omsetning og drift av fast eigedom"";""2012K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,5"
"""68 Omsetning og drift av fast eigedom"";""2012K2"";""Ledige stillingar"";600"
"""68 Omsetning og drift av fast eigedom"";""2012K2"";""Ledige stillingar (prosent)"";2,4"
"""68 Omsetning og drift av fast eigedom"";""2012K2"";""Ledige stillingar, endring frå året før"";-300"
"""68 Omsetning og drift av fast eigedom"";""2012K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-1,1"
"""68 Omsetning og drift av fast eigedom"";""2012K3"";""Ledige stillingar"";500"
"""68 Omsetning og drift av fast eigedom"";""2012K3"";""Ledige stillingar (prosent)"";2,1"
"""68 Omsetning og drift av fast eigedom"";""2012K3"";""Ledige stillingar, endring frå året før"";-200"
"""68 Omsetning og drift av fast eigedom"";""2012K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,8"
"""68 Omsetning og drift av fast eigedom"";""2012K4"";""Ledige stillingar"";600"
"""68 Omsetning og drift av fast eigedom"";""2012K4"";""Ledige stillingar (prosent)"";2,6"
"""68 Omsetning og drift av fast eigedom"";""2012K4"";""Ledige stillingar, endring frå året før"";-200"
"""68 Omsetning og drift av fast eigedom"";""2012K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-1"
"""68 Omsetning og drift av fast eigedom"";""2013K1"";""Ledige stillingar"";500"
"""68 Omsetning og drift av fast eigedom"";""2013K1"";""Ledige stillingar (prosent)"";2,1"
"""68 Omsetning og drift av fast eigedom"";""2013K1"";""Ledige stillingar, endring frå året før"";-100"
"""68 Omsetning og drift av fast eigedom"";""2013K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,4"
"""68 Omsetning og drift av fast eigedom"";""2013K2"";""Ledige stillingar"";600"
"""68 Omsetning og drift av fast eigedom"";""2013K2"";""Ledige stillingar (prosent)"";2,3"
"""68 Omsetning og drift av fast eigedom"";""2013K2"";""Ledige stillingar, endring frå året før"";-"
"""68 Omsetning og drift av fast eigedom"";""2013K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,2"
"""68 Omsetning og drift av fast eigedom"";""2013K3"";""Ledige stillingar"";400"
"""68 Omsetning og drift av fast eigedom"";""2013K3"";""Ledige stillingar (prosent)"";1,7"
"""68 Omsetning og drift av fast eigedom"";""2013K3"";""Ledige stillingar, endring frå året før"";-100"
"""68 Omsetning og drift av fast eigedom"";""2013K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,4"
"""68 Omsetning og drift av fast eigedom"";""2013K4"";""Ledige stillingar"";300"
"""68 Omsetning og drift av fast eigedom"";""2013K4"";""Ledige stillingar (prosent)"";1,1"
"""68 Omsetning og drift av fast eigedom"";""2013K4"";""Ledige stillingar, endring frå året før"";-300"
"""68 Omsetning og drift av fast eigedom"";""2013K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";-1,4"
"""68 Omsetning og drift av fast eigedom"";""2014K1"";""Ledige stillingar"";400"
"""68 Omsetning og drift av fast eigedom"";""2014K1"";""Ledige stillingar (prosent)"";1,5"
"""68 Omsetning og drift av fast eigedom"";""2014K1"";""Ledige stillingar, endring frå året før"";-100"
"""68 Omsetning og drift av fast eigedom"";""2014K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,6"
"""68 Omsetning og drift av fast eigedom"";""2014K2"";""Ledige stillingar"";300"
"""68 Omsetning og drift av fast eigedom"";""2014K2"";""Ledige stillingar (prosent)"";1,2"
"""68 Omsetning og drift av fast eigedom"";""2014K2"";""Ledige stillingar, endring frå året før"";-300"
"""68 Omsetning og drift av fast eigedom"";""2014K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-1,1"
"""68 Omsetning og drift av fast eigedom"";""2014K3"";""Ledige stillingar"";200"
"""68 Omsetning og drift av fast eigedom"";""2014K3"";""Ledige stillingar (prosent)"";0,9"
"""68 Omsetning og drift av fast eigedom"";""2014K3"";""Ledige stillingar, endring frå året før"";-200"
"""68 Omsetning og drift av fast eigedom"";""2014K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,8"
"""68 Omsetning og drift av fast eigedom"";""2014K4"";""Ledige stillingar"";300"
"""68 Omsetning og drift av fast eigedom"";""2014K4"";""Ledige stillingar (prosent)"";1,2"
"""68 Omsetning og drift av fast eigedom"";""2014K4"";""Ledige stillingar, endring frå året før"";-"
"""68 Omsetning og drift av fast eigedom"";""2014K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,1"
"""68 Omsetning og drift av fast eigedom"";""2015K1"";""Ledige stillingar"";600"
"""68 Omsetning og drift av fast eigedom"";""2015K1"";""Ledige stillingar (prosent)"";2,4"
"""68 Omsetning og drift av fast eigedom"";""2015K1"";""Ledige stillingar, endring frå året før"";200"
"""68 Omsetning og drift av fast eigedom"";""2015K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,8"
"""68 Omsetning og drift av fast eigedom"";""2015K2"";""Ledige stillingar"";600"
"""68 Omsetning og drift av fast eigedom"";""2015K2"";""Ledige stillingar (prosent)"";2,6"
"""68 Omsetning og drift av fast eigedom"";""2015K2"";""Ledige stillingar, endring frå året før"";300"
"""68 Omsetning og drift av fast eigedom"";""2015K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";1,5"
"""68 Omsetning og drift av fast eigedom"";""2015K3"";""Ledige stillingar"";400"
"""68 Omsetning og drift av fast eigedom"";""2015K3"";""Ledige stillingar (prosent)"";1,6"
"""68 Omsetning og drift av fast eigedom"";""2015K3"";""Ledige stillingar, endring frå året før"";200"
"""68 Omsetning og drift av fast eigedom"";""2015K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,7"
"""68 Omsetning og drift av fast eigedom"";""2015K4"";""Ledige stillingar"";400"
"""68 Omsetning og drift av fast eigedom"";""2015K4"";""Ledige stillingar (prosent)"";1,6"
"""68 Omsetning og drift av fast eigedom"";""2015K4"";""Ledige stillingar, endring frå året før"";100"
"""68 Omsetning og drift av fast eigedom"";""2015K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,4"
"""68 Omsetning og drift av fast eigedom"";""2016K1"";""Ledige stillingar"";400"
"""68 Omsetning og drift av fast eigedom"";""2016K1"";""Ledige stillingar (prosent)"";1,8"
"""68 Omsetning og drift av fast eigedom"";""2016K1"";""Ledige stillingar, endring frå året før"";-100"
"""68 Omsetning og drift av fast eigedom"";""2016K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,5"
"""68 Omsetning og drift av fast eigedom"";""2016K2"";""Ledige stillingar"";500"
"""68 Omsetning og drift av fast eigedom"";""2016K2"";""Ledige stillingar (prosent)"";2,1"
"""68 Omsetning og drift av fast eigedom"";""2016K2"";""Ledige stillingar, endring frå året før"";-100"
"""68 Omsetning og drift av fast eigedom"";""2016K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,5"
"""68 Omsetning og drift av fast eigedom"";""2016K3"";""Ledige stillingar"";1100"
"""68 Omsetning og drift av fast eigedom"";""2016K3"";""Ledige stillingar (prosent)"";4"
"""68 Omsetning og drift av fast eigedom"";""2016K3"";""Ledige stillingar, endring frå året før"";700"
"""68 Omsetning og drift av fast eigedom"";""2016K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";2,4"
"""68 Omsetning og drift av fast eigedom"";""2016K4"";""Ledige stillingar"";500"
"""68 Omsetning og drift av fast eigedom"";""2016K4"";""Ledige stillingar (prosent)"";1,8"
"""68 Omsetning og drift av fast eigedom"";""2016K4"";""Ledige stillingar, endring frå året før"";-"
"""68 Omsetning og drift av fast eigedom"";""2016K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,2"
"""68 Omsetning og drift av fast eigedom"";""2017K1"";""Ledige stillingar"";400"
"""68 Omsetning og drift av fast eigedom"";""2017K1"";""Ledige stillingar (prosent)"";1,6"
"""68 Omsetning og drift av fast eigedom"";""2017K1"";""Ledige stillingar, endring frå året før"";-100"
"""68 Omsetning og drift av fast eigedom"";""2017K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";-0,3"
"""68 Omsetning og drift av fast eigedom"";""2017K2"";""Ledige stillingar"";600"
"""68 Omsetning og drift av fast eigedom"";""2017K2"";""Ledige stillingar (prosent)"";2,4"
"""68 Omsetning og drift av fast eigedom"";""2017K2"";""Ledige stillingar, endring frå året før"";100"
"""68 Omsetning og drift av fast eigedom"";""2017K2"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,3"
"""68 Omsetning og drift av fast eigedom"";""2017K3"";""Ledige stillingar"";800"
"""68 Omsetning og drift av fast eigedom"";""2017K3"";""Ledige stillingar (prosent)"";2,8"
"""68 Omsetning og drift av fast eigedom"";""2017K3"";""Ledige stillingar, endring frå året før"";-300"
"""68 Omsetning og drift av fast eigedom"";""2017K3"";""Ledige stillingar, endring i prosentpoeng frå året før"";-1,2"
"""68 Omsetning og drift av fast eigedom"";""2017K4"";""Ledige stillingar"";500"
"""68 Omsetning og drift av fast eigedom"";""2017K4"";""Ledige stillingar (prosent)"";1,9"
"""68 Omsetning og drift av fast eigedom"";""2017K4"";""Ledige stillingar, endring frå året før"";100"
"""68 Omsetning og drift av fast eigedom"";""2017K4"";""Ledige stillingar, endring i prosentpoeng frå året før"";0,1"
"""68 Omsetning og drift av fast eigedom"";""2018K1"";""Ledige stillingar"";400"
"""68 Omsetning og drift av fast eigedom"";""2018K1"";""Ledige stillingar (prosent)"";1,6"
"""68 Omsetning og drift av fast eigedom"";""2018K1"";""Ledige stillingar, endring frå året før"";-"
"""68 Omsetning og drift av fast eigedom"";""2018K1"";""Ledige stillingar, endring i prosentpoeng frå året før"";0"
"""68 Omsetning og drift av fast eigedom"";""2018K2"";""Ledige stillingar"";400"
